canton,municipality,bfs_code,address,plz,buildingGroundArea_sqm,grossInvest_CHF,subsidies_CHF,netInvest_CHF,paybackTime_years,producedKwhYear_kWh,selfConsumedKwhYear_kWh,selfConsumptionPct_pct,gridFeedinKwhYear_kWh
ZH,Lindau,176,Julius-Maggi-Strasse 45,8310,93.41,67200.00,13272.00,43142.40,11.911,36678.26,3306.06,9.014,33372.20
ZH,Lindau,176,Im Gräbler 6,8310,87.85,46600.00,8669.00,30344.80,10.821,27234.32,2985.74,10.963,24248.57
ZH,Lindau,176,Dorfstrasse 57,8310,166.17,38500.00,6390.00,25688.00,11.329,19907.89,3478.31,17.472,16429.59
ZH,Lindau,176,Im Gräbler 20,8310,124.14,34400.00,5207.00,23354.40,12.978,16379.42,2578.56,15.743,13800.86
ZH,Lindau,176,Julius-Maggi-Strasse 3,8310,174.20,41900.00,7330.00,27656.00,12.025,21970.38,2729.52,12.424,19240.86
ZH,Lindau,176,Julius-Maggi-Strasse 25,8310,178.45,35100.00,5420.00,23744.00,12.996,16249.97,2809.48,17.289,13440.49
ZH,Lindau,176,Dorfstrasse 40,8310,77.10,46400.00,8622.00,30222.40,10.774,25461.56,3859.43,15.158,21602.13
ZH,Lindau,176,Im Gräbler 12,8310,121.32,48400.00,9184.00,31372.80,10.542,28858.29,3162.14,10.957,25696.14
ZH,Pfäffikon,177,Oberhittnauerstrasse 37,8330,68.80,50200.00,9698.00,32401.60,11.154,26248.78,4124.69,15.714,22124.08
ZH,Pfäffikon,177,Oberhittnauerstrasse 30,8330,92.96,29300.00,3781.00,20415.20,15.909,10614.87,2491.58,23.47,8123.29
ZH,Pfäffikon,177,Schönbüelstrasse 32b,8330,229.40,47300.00,8863.00,30749.60,13.862,24128.35,1367.37,5.667,22760.98
ZH,Pfäffikon,177,Heidenwiesstrasse 3,8330,330.57,96400.00,18819.00,62064.80,11.186,63374.40,1343.01,2.119,62031.39
ZH,Pfäffikon,177,Schönbüelstrasse 34b,8330,241.62,15000.00,1364.00,10908.80,22.91,4190.10,911.96,21.76,3278.14
ZH,Pfäffikon,177,Schönbüelstrasse 33,8330,202.10,44900.00,8179.00,29376.80,11.105,23442.84,3953.33,16.864,19489.50
ZH,Pfäffikon,177,Schönbüelstrasse 34a,8330,241.62,26400.00,3231.00,18535.20,17.070,9260.67,2012.60,21.73,7248.07
ZH,Pfäffikon,177,Schönbüelstrasse 38,8330,124.22,30300.00,4060.00,20992.00,18.370,11738.54,1204.31,10.259,10534.23
ZH,Pfäffikon,177,Schönbüelstrasse 35,8330,346.98,61800.00,12255.00,39636.00,11.295,33084.99,4326.14,13.076,28758.85
ZH,Pfäffikon,177,Schönbüelstrasse 31,8330,202.10,50300.00,9720.00,32464.00,10.907,27071.39,4099.58,15.144,22971.81
ZH,Russikon,178,Weidstrasse 6,8332,250.13,62400.00,12363.00,40029.60,12.057,34285.05,2727.55,7.956,31557.50
ZH,Russikon,178,Bruderbüelstrasse 8,8332,122.64,60400.00,11985.00,38732.00,10.917,32918.06,4574.56,13.897,28343.50
ZH,Russikon,178,Wilhofstrasse 19,8332,91.44,48200.00,9137.00,31250.40,10.511,27894.68,3614.81,12.959,24279.87
ZH,Russikon,178,Im Rebenacker 14,8332,153.02,52600.00,10354.00,33796.80,10.784,30720.00,3216.69,10.471,27503.32
ZH,Russikon,178,Rebenweg 33,8332,109.83,28000.00,3485.00,19612.00,14.795,10881.22,2553.78,23.47,8327.44
ZH,Russikon,178,Im Bachtel 10,8332,117.93,52800.00,10415.00,33908.00,11.714,29424.73,2565.33,8.718,26859.40
ZH,Russikon,178,Bruderbüelstrasse 14,8332,204.01,59900.00,11901.00,38399.20,12.247,34814.85,1394.92,4.007,33419.93
ZH,Russikon,178,Rebenweg 35,8332,123.86,28500.00,3574.00,19940.80,15.548,10678.72,2434.06,22.79,8244.66
ZH,Russikon,178,Rebenweg 27a,8332,180.50,43400.00,7769.00,28504.80,10.407,24541.58,3871.93,15.777,20669.65
ZH,Russikon,178,Wilhofstrasse 14,8332,151.62,50100.00,9655.00,32356.00,11.496,28434.99,2547.31,8.958,25887.67
ZH,Ottenbach,11,Im Gibel 1,8913,171.58,14900.00,1337.00,10850.40,21.57,4364.83,967.57,22.17,3397.25
ZH,Ottenbach,11,Im Gibel 2,8913,138.35,17200.00,1720.00,12384.00,19.265,5615.54,1167.27,20.79,4448.26
ZH,Ottenbach,11,Rickenbach 5,8913,266.51,27600.00,3421.00,19343.20,16.853,11460.24,1295.20,11.302,10165.04
ZH,Ottenbach,11,Rickenbach 3,8913,306.47,27700.00,3447.00,19402.40,16.901,11494.12,1282.63,11.159,10211.49
ZH,Ottenbach,11,Jonentalstrasse 9,8913,92.89,34000.00,5093.00,23125.60,12.114,16370.39,3163.89,19.327,13206.50
ZH,Ottenbach,11,Laamatt 1,8913,133.76,22000.00,2502.00,15598.40,15.602,8198.08,1954.61,23.84,6243.47
ZH,Ottenbach,11,Jonentalstrasse 8,8913,190.68,18900.00,1998.00,13521.60,22.94,5380.30,1040.30,19.335,4340.00
ZH,Ottenbach,11,Steinernstrasse 22,8913,182.49,42600.00,7535.00,28052.00,12.135,21652.58,2968.45,13.709,18684.13
ZH,Ottenbach,11,Steinernstrasse 20,8913,172.41,42400.00,7477.00,27938.40,12.195,21484.71,2934.25,13.657,18550.46
ZH,Ottenbach,11,Jonentalstrasse 6,8913,93.98,39800.00,6746.00,26443.20,12.088,19512.74,3275.94,16.789,16236.80
ZH,Stäfa,158,Hermann Hiltbrunner-Weg 33,8713,125.33,27600.00,3421.00,19343.20,14.101,11268.29,2601.03,23.08,8667.26
ZH,Stäfa,158,Im Gsteig 13b,8713,238.35,29700.00,3902.00,20638.40,14.117,12285.39,2644.08,21.52,9641.31
ZH,Stäfa,158,Im Gsteig 11,8713,122.06,27400.00,3396.00,19203.20,14.063,11255.11,2568.47,22.82,8686.64
ZH,Stäfa,158,Im Gsteig 13a,8713,238.35,38500.00,6392.00,25686.40,11.414,21187.98,2753.32,12.995,18434.66
ZH,Stäfa,158,Im Gsteig 8,8713,147.46,39500.00,6661.00,26271.20,12.517,18995.13,3041.98,16.015,15953.15
ZH,Stäfa,158,Im Gsteig 10,8713,211.09,18400.00,1920.00,13184.00,21.05,5476.29,1180.24,21.55,4296.05
ZH,Stäfa,158,Obere Mattstrasse 31d,8713,207.95,16900.00,1668.00,12185.60,19.182,5546.99,1152.02,20.77,4394.97
ZH,Stäfa,158,Obere Mattstrasse 31a,8713,207.62,16900.00,1676.00,12179.20,19.198,5529.51,1156.12,20.91,4373.40
ZH,Stäfa,158,Obere Mattstrasse 29,8713,140.56,116800.00,22674.00,75300.80,8.793,81489.58,9265.81,11.371,72223.77
ZH,Stäfa,158,Obere Mattstrasse 20c,8713,186.07,43700.00,7852.00,28678.40,10.840,23907.86,3689.64,15.433,20218.21
ZH,Zumikon,160,Tobelweg 4,8126,250.36,18400.00,1917.00,13186.40,19.676,5988.39,1163.92,19.436,4824.47
ZH,Zumikon,160,Tobelweg 3,8126,756.51,18400.00,1917.00,13186.40,19.679,5988.36,1163.30,19.426,4825.06
ZH,Zumikon,160,Rossacher 10,8126,203.23,50400.00,9745.00,32524.00,10.737,28758.39,3551.91,12.351,25206.48
ZH,Zumikon,160,Wengi 4,8126,201.19,18400.00,1917.00,13186.40,19.684,5988.40,1162.34,19.410,4826.06
ZH,Zumikon,160,Tobelgasse 6,8126,610.53,17600.00,1780.00,12656.00,21.02,5348.54,1089.40,20.37,4259.14
ZH,Zumikon,160,Wengi 9,8126,491.13,80600.00,15816.00,51827.20,10.608,52549.66,2676.45,5.093,49873.21
ZH,Zumikon,160,Tobelgasse 10,8126,0.00000,39900.00,6767.00,26506.40,11.638,20335.86,3361.99,16.532,16973.87
ZH,Zumikon,160,Wengi 3,8126,489.02,29800.00,3924.00,20700.80,17.126,12258.56,1290.83,10.530,10967.73
ZH,Zumikon,160,Am Platz 3,8126,254.74,36600.00,5847.00,24602.40,13.852,15616.97,2888.36,18.495,12728.61
ZH,Zumikon,160,Am Platz 4,8126,254.74,33300.00,4896.00,22723.20,15.398,13076.50,2429.60,18.580,10646.90
ZH,Illnau-Effretikon,296,Rietstrasse 14,8307,181.12,18000.00,1843.00,12925.60,22.23,5187.39,1068.12,20.59,4119.27
ZH,Illnau-Effretikon,296,Rietstrasse 18,8307,181.23,73600.00,14499.00,47280.80,10.842,45026.65,3358.89,7.460,41667.77
ZH,Illnau-Effretikon,296,Im Butzwil 10,8307,230.93,18400.00,1917.00,13186.40,20.23,5817.57,1149.95,19.767,4667.61
ZH,Illnau-Effretikon,296,Nauenstrasse 10,8307,190.65,17500.00,1763.00,12589.60,21.29,5240.89,1081.71,20.64,4159.18
ZH,Illnau-Effretikon,296,Nauenstrasse 16,8307,206.57,28800.00,3632.00,20134.40,15.635,10656.72,2481.63,23.29,8175.09
ZH,Illnau-Effretikon,296,Nauenstrasse 24,8307,151.48,17600.00,1788.00,12649.60,21.67,5238.08,1044.63,19.943,4193.45
ZH,Illnau-Effretikon,296,Rietstrasse 12,8307,181.12,15400.00,1433.00,11173.60,25.02,4032.20,839.89,20.83,3192.31
ZH,Illnau-Effretikon,296,Nauenstrasse 20,8307,199.85,17600.00,1784.00,12652.80,21.36,5234.36,1093.44,20.89,4140.92
ZH,Illnau-Effretikon,296,Rietstrasse 19,8307,313.76,17000.00,1696.00,12243.20,19.915,5364.21,1134.75,21.15,4229.45
ZH,Illnau-Effretikon,296,Rietstrasse 20,8307,180.26,22500.00,2588.00,15929.60,17.273,7693.20,1797.85,23.37,5895.35
ZH,Mönchaltorf,196,In der Waldau 1,8617,219.26,16200.00,1552.00,11718.40,24.16,4874.94,654.01,13.416,4220.93
ZH,Mönchaltorf,196,Usterstrasse 71,8617,206.67,28100.00,3507.00,19674.40,17.797,11053.42,1281.48,11.594,9771.94
ZH,Mönchaltorf,196,Neumüli 1,8617,366.31,22000.00,2503.00,15597.60,19.179,7967.36,1059.98,13.304,6907.39
ZH,Mönchaltorf,196,Sternenweg 4,8617,89.83,42900.00,7621.00,28223.20,11.514,23656.28,2744.76,11.603,20911.52
ZH,Mönchaltorf,196,Sternenweg 8,8617,94.11,32400.00,4661.00,22191.20,14.238,14560.09,2118.64,14.551,12441.45
ZH,Mönchaltorf,196,Sternenweg 13,8617,179.82,41400.00,7190.00,27368.00,10.832,22314.59,3770.99,16.899,18543.60
ZH,Mönchaltorf,196,Usterstrasse 36,8617,212.54,22700.00,2613.00,16069.60,16.508,7921.34,1967.90,24.84,5953.44
ZH,Mönchaltorf,196,Sternenweg 19,8617,179.34,39300.00,6597.00,26162.40,11.076,20608.04,3666.86,17.793,16941.18
ZH,Mönchaltorf,196,Sternenweg 6,8617,74.89,40400.00,6917.00,26786.40,11.625,21579.76,2904.24,13.458,18675.52
ZH,Mönchaltorf,196,Usterstrasse 38,8617,212.54,22700.00,2613.00,16069.60,16.507,7921.79,1967.81,24.84,5953.98
ZH,Hombrechtikon,153,Schlatt 4b,8714,304.82,16900.00,1668.00,12185.60,19.551,5499.83,1111.14,20.20,4388.69
ZH,Hombrechtikon,153,Schürwis 1,8714,134.96,52200.00,10246.00,33563.20,11.210,27836.89,3869.23,13.900,23967.66
ZH,Hombrechtikon,153,Schlatt 26,8714,111.67,27500.00,3408.00,19273.60,14.213,11209.45,2543.34,22.69,8666.11
ZH,Hombrechtikon,153,Schlatt 6,8714,304.82,39900.00,6778.00,26497.60,10.462,21974.68,3932.21,17.894,18042.46
ZH,Hombrechtikon,153,Schlatt 8,8714,134.15,15000.00,1353.00,10917.60,22.93,4242.08,885.16,20.87,3356.92
ZH,Hombrechtikon,153,Schlatt 18,8714,203.41,27800.00,3462.00,19470.40,14.355,11182.08,2566.53,22.95,8615.56
ZH,Hombrechtikon,153,Schlatt 22,8714,196.32,42900.00,7618.00,28225.60,12.140,24444.80,1673.13,6.845,22771.67
ZH,Hombrechtikon,153,Schlatt 12,8714,204.70,27400.00,3396.00,19203.20,17.225,11196.92,1242.68,11.098,9954.24
ZH,Hombrechtikon,153,Schlatt 4a,8714,304.82,27400.00,3396.00,19203.20,14.191,11196.89,2531.60,22.61,8665.29
ZH,Hombrechtikon,153,Schlatt 14,8714,204.70,14600.00,1297.00,10642.40,21.84,4276.03,918.69,21.48,3357.33
ZH,Hittnau,173,Balchenstalstrasse 41,8335,86.02,18300.00,1902.00,13118.40,23.65,4981.10,1033.49,20.75,3947.61
ZH,Hittnau,173,Pfäffikerstrasse 54,8335,311.50,27400.00,3394.00,19204.80,17.724,10806.02,1266.39,11.719,9539.63
ZH,Hittnau,173,Balchenstalstrasse 28,8335,1062.65,17200.00,1721.00,12383.20,21.11,5167.65,1084.14,20.98,4083.51
ZH,Hittnau,173,Balchenstalstrasse 10,8335,80.58,28700.00,3612.00,20070.40,19.515,10369.54,1218.58,11.752,9150.95
ZH,Hittnau,173,Knup 1,8335,174.33,17200.00,1716.00,12387.20,20.02,5389.26,1149.20,21.32,4240.06
ZH,Hittnau,173,Haselweid 1,8335,300.15,50700.00,9832.00,32694.40,11.196,26121.22,4276.12,16.370,21845.10
ZH,Hittnau,173,Luppmenweg 17,8335,239.46,54600.00,10890.00,34968.00,10.369,31494.15,4175.98,13.260,27318.18
ZH,Hittnau,173,Luppmenweg 19,8335,239.46,50200.00,9684.00,32412.80,11.126,27457.10,3566.26,12.988,23890.84
ZH,Hittnau,173,Dürstelenstrasse 78,8335,664.72,15300.00,1414.00,11108.80,25.67,3914.05,821.02,20.98,3093.04
ZH,Hittnau,173,Knup 2,8335,1228.21,93100.00,18186.00,59931.20,11.544,59566.43,1202.36,2.019,58364.07
ZH,Maur,195,Neubruchstrasse 18,8127,210.22,91500.00,17892.00,58886.40,9.649,53148.45,9252.94,17.410,43895.51
ZH,Maur,195,Neubruchstrasse 11,8127,159.21,43100.00,7668.00,28345.60,10.886,24036.17,3386.60,14.090,20649.57
ZH,Maur,195,Neubruchstrasse 13,8127,144.91,47100.00,8809.00,30632.80,14.511,22921.14,1377.44,6.009,21543.69
ZH,Maur,195,Neubruchstrasse 5,8127,128.52,17000.00,1680.00,12256.00,19.578,5489.49,1133.66,20.65,4355.83
ZH,Maur,195,Winkelweg 11,8127,305.26,17000.00,1680.00,12256.00,19.536,5502.83,1134.31,20.61,4368.53
ZH,Maur,195,Neubruchstrasse 8,8127,260.03,37900.00,6198.00,25361.60,14.689,16412.75,2260.05,13.770,14152.70
ZH,Maur,195,Winkelweg 15,8127,298.43,27600.00,3420.00,19344.00,14.213,11205.73,2574.49,22.97,8631.24
ZH,Maur,195,Langacherstrasse 16a,8127,101.63,23300.00,2715.00,16468.00,18.559,8496.25,1233.68,14.520,7262.58
ZH,Maur,195,Langacherstrasse 20,8127,134.59,94500.00,18450.00,60840.00,9.569,56099.37,9262.32,16.511,46837.06
ZH,Maur,195,Langacherstrasse 14,8127,218.42,19900.00,2159.00,14192.80,24.50,5155.04,1124.55,21.81,4030.49
ZH,Weisslingen,180,Farzelweg 9.1,8484,18.060,0.00000,0.00000,0.00000,,,0.00000,0.00000,0.00000
ZH,Weisslingen,180,Lendikon 44,8484,283.12,16900.00,1676.00,12179.20,20.28,5227.47,1121.97,21.46,4105.50
ZH,Weisslingen,180,Lendikon 14,8484,231.08,15100.00,1369.00,10984.80,24.31,3984.55,883.99,22.19,3100.56
ZH,Weisslingen,180,Lendikon 39,8484,510.03,30000.00,3972.00,20822.40,19.502,10735.45,1285.92,11.978,9449.53
ZH,Weisslingen,180,Lendikon 49,8484,61.60,116200.00,22563.00,74909.60,10.867,66023.67,7847.39,11.886,58176.28
ZH,Weisslingen,180,Lendikon 53,8484,507.22,27600.00,3422.00,19342.40,14.902,10606.03,2529.54,23.85,8076.49
ZH,Weisslingen,180,Lendikerstrasse 58,8484,369.29,17800.00,1822.00,12782.40,21.20,5243.57,1151.95,21.97,4091.62
ZH,Weisslingen,180,Rebberg 17,8484,189.75,42700.00,7556.00,28115.20,12.299,21522.38,2895.20,13.452,18627.17
ZH,Weisslingen,180,Lendikerstrasse 56b,8484,152.47,30400.00,4092.00,21046.40,15.433,11708.08,2416.92,20.64,9291.16
ZH,Oetwil am See,157,Geerenstöck 5,8618,152.32,55400.00,11049.00,35480.80,9.901,33071.79,4554.01,13.770,28517.78
ZH,Oetwil am See,157,Willikon 56,8618,184.13,21800.00,2474.00,15460.80,15.402,8247.25,1946.99,23.61,6300.26
ZH,Oetwil am See,157,Willikon 54,8618,184.13,21800.00,2474.00,15460.80,15.401,8247.38,1947.01,23.61,6300.37
ZH,Oetwil am See,157,Willikon 75,8618,214.33,105900.00,20619.00,68224.80,11.640,63711.27,3129.69,4.912,60581.57
ZH,Oetwil am See,157,Willikon 78,8618,568.62,126100.00,24450.00,81320.00,11.058,82896.97,2278.13,2.748,80618.84
ZH,Oetwil am See,157,Willikon 90,8618,113.79,28400.00,3555.00,19876.00,17.840,11219.54,1254.06,11.177,9965.48
ZH,Oetwil am See,157,Willikon 73,8618,214.33,105400.00,20526.00,67899.20,9.449,68908.12,7714.48,11.195,61193.64
ZH,Oetwil am See,157,Geerenstöck 1,8618,77.18,37000.00,5946.00,24843.20,12.217,17633.52,3292.93,18.674,14340.60
ZH,Oetwil am See,157,Willikon 58,8618,184.13,27600.00,3431.00,19335.20,13.889,11437.30,2628.03,22.98,8809.27
ZH,Oetwil am See,157,Willikon 69,8618,184.72,21800.00,2474.00,15460.80,18.378,8247.19,1068.18,12.952,7179.01
ZH,Männedorf,155,Oberallenbergstrasse 48,8708,187.72,60500.00,12006.00,38795.20,10.250,37839.06,3438.06,9.086,34401.00
ZH,Männedorf,155,Brunnenweg 9,8708,142.51,131500.00,25473.00,84821.60,10.471,84452.71,5707.72,6.758,78744.99
ZH,Männedorf,155,Weinrebenstrasse 83,8708,118.90,29100.00,3715.00,20308.00,14.885,11392.76,2541.06,22.30,8851.70
ZH,Männedorf,155,Oberallenbergstrasse 44,8708,257.50,17400.00,1748.00,12521.60,19.827,5593.44,1123.26,20.08,4470.19
ZH,Männedorf,155,Allenbergstrasse 56,8708,335.49,45700.00,8424.00,29820.80,10.879,25322.20,3565.33,14.080,21756.87
ZH,Männedorf,155,Oberallenbergstrasse 46,8708,133.08,17100.00,1702.00,12318.40,20.08,5509.30,1059.48,19.231,4449.82
ZH,Männedorf,155,Brunnenweg 7,8708,142.51,30500.00,4103.00,21117.60,16.959,13146.50,1070.65,8.144,12075.85
ZH,Männedorf,155,Brunnenweg 5,8708,88.55,17200.00,1718.00,12385.60,20.28,5503.74,1050.26,19.083,4453.48
ZH,Männedorf,155,Allenbergstrasse 48,8708,331.49,42200.00,7423.00,27821.60,11.260,22317.68,3490.79,15.641,18826.89
ZH,Männedorf,155,Allenbergstrasse 37,8708,71.50,17700.00,1804.00,12716.80,20.19,5639.71,1098.88,19.485,4540.83
ZH,Meilen,156,Seestrasse 622,8706,219.72,17000.00,1680.00,12256.00,19.409,5566.14,1125.76,20.23,4440.38
ZH,Meilen,156,Seestrasse 634,8706,386.64,16900.00,1668.00,12185.60,19.069,5627.44,1133.90,20.15,4493.54
ZH,Meilen,156,Schulhausstrasse 23,8706,2016.16,15700.00,1475.00,11380.00,22.70,4417.81,955.04,21.62,3462.77
ZH,Meilen,156,Seestrasse 650,8706,294.59,14600.00,1299.00,10640.80,21.24,4370.62,945.51,21.63,3425.11
ZH,Meilen,156,Schulhausstrasse 40,8706,221.63,14700.00,1318.00,10705.60,21.98,4283.48,916.36,21.39,3367.13
ZH,Meilen,156,Seestrasse 640,8706,117.62,16900.00,1671.00,12183.20,19.145,5623.17,1121.48,19.944,4501.69
ZH,Meilen,156,Seestrasse 613,8706,347.84,15400.00,1426.00,11179.20,22.26,4361.87,978.58,22.43,3383.29
ZH,Meilen,156,Im Höchlig 5,8706,199.87,48600.00,9234.00,31492.80,10.359,26334.52,4758.57,18.070,21575.95
ZH,Meilen,156,Schulhausstrasse 51,8706,404.72,16100.00,1532.00,11654.40,23.70,4960.81,645.21,13.006,4315.60
ZH,Meilen,156,Seestrasse 611,8706,81.47,14800.00,1324.00,10780.80,22.27,4265.36,911.56,21.37,3353.80
ZH,Erlenbach (ZH),151,Seestrasse 90,8703,117.50,28100.00,3504.00,19676.80,14.471,11176.93,2594.52,23.21,8582.41
ZH,Erlenbach (ZH),151,Seestrasse 88,8703,209.49,32200.00,4602.00,22078.40,14.447,14180.22,2135.90,15.063,12044.32
ZH,Erlenbach (ZH),151,Seestrasse 88a,8703,117.50,25600.00,3097.00,18002.40,19.594,9545.44,950.06,9.953,8595.37
ZH,Erlenbach (ZH),151,Wannenstrasse 29,8703,417.54,22300.00,2548.00,15801.60,18.956,7857.43,1230.62,15.662,6626.81
ZH,Erlenbach (ZH),151,Im Allmendli 17,8703,305.99,46100.00,8528.00,30057.60,10.247,26292.67,4134.63,15.725,22158.04
ZH,Erlenbach (ZH),151,Im Allmendli 11,8703,237.51,18000.00,1858.00,12913.60,22.64,5097.84,1052.01,20.64,4045.83
ZH,Erlenbach (ZH),151,Wannenstrasse 31b,8703,225.37,41600.00,7250.00,27480.00,11.452,22351.19,3072.52,13.747,19278.66
ZH,Erlenbach (ZH),151,Zollerstrasse 23a,8703,310.49,45900.00,8478.00,29937.60,10.920,26136.91,3170.52,12.130,22966.38
ZH,Erlenbach (ZH),151,Wannenstrasse 15a,8703,62.55,12700.00,977.00,9378.40,28.99,3056.31,582.72,19.066,2473.59
ZH,Erlenbach (ZH),151,Zollerstrasse 18,8703,89.74,17600.00,1780.00,12656.00,20.21,5510.32,1139.90,20.69,4370.42
ZH,Elgg,294,Jakobstal 4,8354,212.66,19100.00,2031.00,13655.20,25.41,4898.28,1003.14,20.48,3895.15
ZH,Elgg,294,Sonnental 4,8354,162.08,17500.00,1775.00,12580.00,22.66,4987.23,1011.63,20.28,3975.60
ZH,Elgg,294,Sonnental 2,8354,1343.40,30600.00,4144.00,21164.80,21.00,10176.82,1253.25,12.315,8923.57
ZH,Elgg,294,Jakobstal 5,8354,108.32,21700.00,2460.00,15392.00,20.32,7474.14,994.43,13.305,6479.71
ZH,Elgg,294,Dorfstrasse 28,8354,302.01,21100.00,2355.00,14996.00,19.619,7168.28,1164.82,16.250,6003.46
ZH,Elgg,294,Neubruchstrasse 7,8354,123.76,31900.00,4500.00,21920.00,14.172,13613.66,2509.51,18.434,11104.14
ZH,Elgg,294,Obermühle 12,8353,123.68,63300.00,12549.00,40600.80,11.057,38518.24,2566.07,6.662,35952.17
ZH,Elgg,294,Obermühle 24,8353,305.68,36300.00,5765.00,24428.00,12.155,17885.89,3022.26,16.897,14863.63
ZH,Elgg,294,Fahrenhof 1,8353,1593.33,17400.00,1746.00,12523.20,21.03,5224.81,1109.64,21.24,4115.17
ZH,Elgg,294,Fahrenhof 2,8353,119.99,18100.00,1863.00,12989.60,22.23,5138.30,1111.94,21.64,4026.36
ZH,Herrliberg,152,Forchstrasse 398,8704,181.26,40800.00,7040.00,27008.00,10.439,22912.17,3787.96,16.533,19124.20
ZH,Herrliberg,152,Herrenweg 5,8704,238.98,32100.00,4557.00,22034.40,12.617,14387.97,3210.18,22.31,11177.79
ZH,Herrliberg,152,Herrenweg 1,8704,503.30,28100.00,3513.00,19669.60,14.666,11035.54,2564.76,23.24,8470.78
ZH,Herrliberg,152,Herrenweg 3,8704,503.30,17200.00,1726.00,12379.20,20.05,5421.84,1125.42,20.76,4296.42
ZH,Herrliberg,152,Forchstrasse 503,8704,240.79,17900.00,1832.00,12854.40,22.15,5245.16,1031.30,19.662,4213.87
ZH,Herrliberg,152,Forchstrasse 507,8704,110.12,39300.00,6591.00,26167.20,12.364,21386.19,1957.33,9.152,19428.86
ZH,Herrliberg,152,Forchstrasse 396,8704,157.72,33900.00,5064.00,23068.80,15.064,16037.38,1284.38,8.009,14753.00
ZH,Herrliberg,152,Lindenstrasse 4,8704,130.27,17200.00,1724.00,12380.80,20.65,5345.61,1067.62,19.972,4277.99
ZH,Weisslingen,180,Schwendi 13,8486,173.31,27800.00,3453.00,19477.60,18.493,10598.22,1215.87,11.472,9382.36
ZH,Herrliberg,152,Forchstrasse 505,8704,240.79,17900.00,1832.00,12854.40,22.15,5245.21,1031.01,19.656,4214.20
ZH,Herrliberg,152,Forchstrasse 504,8704,137.62,27300.00,3370.00,19144.00,16.682,10262.12,1879.01,18.310,8383.12
ZH,Uetikon am See,159,Haslihalde 30,8707,264.44,51600.00,10094.00,33204.80,9.413,32028.60,4668.06,14.575,27360.55
ZH,Uetikon am See,159,Haslihalde 17,8707,173.99,16900.00,1673.00,12181.60,19.040,5622.53,1139.82,20.27,4482.71
ZH,Uetikon am See,159,Alte Bergstrasse 135,8707,385.83,17000.00,1687.00,12250.40,19.447,5559.14,1120.48,20.16,4438.67
ZH,Uetikon am See,159,Haslihalde 19,8707,139.65,47600.00,8957.00,30914.40,9.759,30116.61,3554.37,11.802,26562.24
ZH,Uetikon am See,159,Haslihalde 34,8707,147.17,49600.00,9518.00,32065.60,9.617,30206.59,4467.65,14.790,25738.94
ZH,Uetikon am See,159,Alte Bergstrasse 144,8707,202.06,33600.00,5000.00,22880.00,13.461,16343.33,2035.30,12.453,14308.03
ZH,Uetikon am See,159,Alte Bergstrasse 138,8707,261.13,17000.00,1684.00,12252.80,19.228,5629.62,1125.10,19.985,4504.52
ZH,Uetikon am See,159,Haslihalde 32,8707,264.44,18500.00,1932.00,13254.40,19.380,6132.73,1170.11,19.080,4962.62
ZH,Uetikon am See,159,Alte Bergstrasse 136a,8707,83.40,40300.00,6881.00,26735.20,10.783,22891.30,3200.23,13.980,19691.07
ZH,Uetikon am See,159,Alte Bergstrasse 136b,8707,99.89,50600.00,9788.00,32649.60,11.135,31851.23,1510.03,4.741,30341.20
ZH,Zollikon,161,Sonnenfeldstrasse 20a,8702,217.05,16900.00,1673.00,12181.60,19.354,5523.91,1132.56,20.50,4391.35
ZH,Zollikon,161,Alte Landstrasse 141,8702,139.52,17000.00,1692.00,12246.40,19.411,5535.70,1137.43,20.55,4398.27
ZH,Zollikon,161,Alte Landstrasse 130,8702,163.87,18400.00,1917.00,13186.40,19.682,5995.30,1159.77,19.345,4835.54
ZH,Zollikon,161,Letzistrasse 6,8702,116.04,28100.00,3513.00,19669.60,14.941,10995.15,2450.89,22.29,8544.26
ZH,Zollikon,161,Sonnenfeldstrasse 22,8702,184.18,14600.00,1300.00,10640.00,21.57,4294.83,941.40,21.92,3353.43
ZH,Zollikon,161,Zwischenweg 3,8702,90.11,14800.00,1330.00,10776.00,21.81,4308.95,944.23,21.91,3364.72
ZH,Zollikon,161,Alte Landstrasse 145,8702,112.80,18000.00,1844.00,12924.80,21.89,5290.70,1066.40,20.16,4224.30
ZH,Zollikon,161,Zwischenweg 12,8702,207.79,69000.00,13614.00,44308.80,10.519,41482.55,4179.30,10.075,37303.26
ZH,Zollikon,161,Zwischenweg 6,8702,207.14,16900.00,1679.00,12176.80,19.332,5533.35,1130.32,20.43,4403.03
ZH,Zollikon,161,Letzistrasse 4,8702,155.20,51300.00,9997.00,33042.40,10.854,29998.45,3053.77,10.180,26944.68
ZH,Küsnacht (ZH),154,Alte Forchstrasse 3,8127,126.36,17200.00,1714.00,12388.80,20.14,5471.93,1089.06,19.903,4382.86
ZH,Küsnacht (ZH),154,Alte Forchstrasse 4,8127,94.24,57000.00,11343.00,36525.60,10.146,36555.57,2975.91,8.141,33579.65
ZH,Küsnacht (ZH),154,Chisligstrasse 3,8127,125.78,30200.00,4030.00,20936.00,16.413,10761.09,2401.76,22.32,8359.33
ZH,Küsnacht (ZH),154,Alte Forchstrasse 1,8127,66.69,14700.00,1315.00,10708.00,22.23,4250.82,903.11,21.25,3347.71
