canton,municipality,bfs_code,address,plz,egid
AG,Menziken,4139,Hübelstrasse 1,5737,1620112
AG,Menziken,4139,Bifangstrasse 5,5737,1621038
AG,Menziken,4139,Oelbergstrasse 37,5737,1620066
AG,Schöftland,4144,Böhlerstrasse 29,5040,580221
AG,Schöftland,4144,Böhlerstrasse 12,5040,580225
AG,Schöftland,4144,Böhlerweg 2,5040,580223
AG,Schöftland,4144,Böhlerstrasse 25,5040,580219
AG,Schöftland,4144,Böhlerstrasse 27,5040,580220
AG,Schöftland,4144,Dornegg 6,5040,580230
AG,Schöftland,4144,Sandhubel 3,5040,580226
AG,Schöftland,4144,Hügelistrasse 7,5040,580425
AG,Schöftland,4144,Bahnhofstrasse 4,5040,579829
AG,Schöftland,4144,Birkenweg 1,5040,580029
AG,Thalheim (AG),4117,Riedmatt 74,5112,573910
AG,Thalheim (AG),4117,Postweg 418,5112,3095208
AG,Thalheim (AG),4117,Mühle 130,5112,573826
AG,Thalheim (AG),4117,Postweg 421,5112,3095213
AG,Thalheim (AG),4117,Hauptstrasse 208,5112,573814
AG,Thalheim (AG),4117,Hauptstrasse 105,5112,573884
AG,Thalheim (AG),4117,Winkel 117,5112,573816
AG,Thalheim (AG),4117,Postweg 417,5112,3095211
AG,Thalheim (AG),4117,Winkel 416,5112,3095225
AG,Thalheim (AG),4117,Postweg 423,5112,3095215
AG,Birrhard,4093,Tanneweg 10,5244,3094915
AG,Birrhard,4093,Käsistrasse 11,5244,2709242
AG,Birrhard,4093,Dorfstrasse 73,5244,263128418
AG,Birrhard,4093,Hinterreistrasse 7a,5244,263012658
AG,Birrhard,4093,Käsistrasse 3,5244,2709240
AG,Birrhard,4093,Käsistrasse 7,5244,567956
AG,Birrhard,4093,Hinterreistrasse 9b,5244,190270489
AG,Birrhard,4093,Dorfstrasse 75,5244,263128419
AG,Birrhard,4093,Dorfstrasse 45g,5244,263018098
AG,Birrhard,4093,Birrfeldstrasse 10,5244,568064
AG,Birr,4092,Panoramastrasse 2c,5242,3094887
AG,Birr,4092,Sustenstrasse 25,5242,192046543
AG,Birr,4092,Leistrasse 6,5242,567609
AG,Birr,4092,Holzgasse 26,5242,567594
AG,Birr,4092,Leistrasse 18,5242,3094880
AG,Birr,4092,Leistrasse 14,5242,3094878
AG,Birr,4092,Sustenstrasse 23,5242,192046545
AG,Birr,4092,Panoramastrasse 4,5242,2710546
AG,Birr,4092,Hellmattstrasse 6,5242,2708871
AG,Birr,4092,Lättenstrasse 6,5242,567614
AG,Schlossrued,4142,Rüedihof 84,5044,1623465
AG,Schlossrued,4142,Rüedihof 231,5044,1623464
AG,Schlossrued,4142,Pfaffenberg 55,5044,1623467
AG,Schlossrued,4142,Wüestmatt 79,5044,1623461
AG,Schlossrued,4142,Wüestmatt 83,5044,3157995
AG,Schlossrued,4142,Pfaffenberg 136,5044,1623466
AG,Schlossrued,4142,Pfaffenbergstrasse 57,5044,1623399
AG,Schlossrued,4142,Eisenbühl 303,5044,1623397
AG,Schlossrued,4142,Hauptstrasse 58,5044,1623403
AG,Schlossrued,4142,Hauptstrasse 246,5044,1623401
AG,Reinach (AG),4141,Vordere Bergstrasse 41,5734,1623123
AG,Reinach (AG),4141,Vordere Bergstrasse 39,5734,1623122
AG,Reinach (AG),4141,Vordere Bergstrasse 33,5734,1623121
AG,Reinach (AG),4141,Vorderer Galliweg 22,5734,1623124
AG,Reinach (AG),4141,Vorderer Galliweg 8,5734,1623125
AG,Reinach (AG),4141,Neudorfgasse 4,5734,101063047
AG,Reinach (AG),4141,Kirchweg 3e,5734,191977973
AG,Reinach (AG),4141,Kirchweg 1d,5734,191977982
AG,Reinach (AG),4141,Neudorfgasse 1,5734,3157973
AG,Reinach (AG),4141,Sonnenweg 4,5734,1622211
AG,Veltheim (AG),4120,Unterm Aspalter 80,5106,2710964
AG,Veltheim (AG),4120,Unterm Aspalter 44,5106,2710882
AG,Veltheim (AG),4120,Unterm Aspalter 27,5106,574650
AG,Veltheim (AG),4120,Unterm Aspalter 42,5106,263009146
AG,Veltheim (AG),4120,Hübelweg 14,5106,574646
AG,Veltheim (AG),4120,Unterm Aspalter 9,5106,574656
AG,Veltheim (AG),4120,Unterm Aspalter 11,5106,3174409
AG,Veltheim (AG),4120,Unterm Aspalter 34,5106,2710867
AG,Veltheim (AG),4120,Unterm Aspalter 40,5106,263009145
AG,Veltheim (AG),4120,Aspalterweg 33,5106,574428
AG,Auenstein,4091,Spittelgasse 23,5105,567096
AG,Auenstein,4091,Spittelgasse 19,5105,567095
AG,Auenstein,4091,Wigart 4,5105,567084
AG,Auenstein,4091,Schürmattweg 2,5105,2706726
AG,Auenstein,4091,In den Reben 1,5105,567066
AG,Auenstein,4091,Spittelgasse 26,5105,263008457
AG,Auenstein,4091,In den Reben 7,5105,567063
AG,Auenstein,4091,Spittelgasse 16,5105,160008535
AG,Auenstein,4091,Rütigasse 7,5105,567079
AG,Auenstein,4091,In den Reben 5,5105,192031212
AG,Kaisten,4169,Heuberg 353,5082,584818
AG,Kaisten,4169,Rütihof 972,5082,190012550
AG,Kaisten,4169,Eglerweg 7,5082,584423
AG,Kaisten,4169,Eglerweg 5,5082,584432
AG,Kaisten,4169,Im Obert 286,5082,584833
AG,Kaisten,4169,Lümberg 3,5082,584773
AG,Kaisten,4169,Lümberg 5,5082,584781
AG,Kaisten,4169,Wartweg 2,5082,584784
AG,Kaisten,4169,Wartweg 4,5082,263106334
AG,Kaisten,4169,Lümbergrain 8,5082,584782
AG,Schmiedrued,4143,Schweikhofstrasse 207,5046,579763
AG,Schmiedrued,4143,Schweikhofstrasse 206,5046,579762
AG,Schmiedrued,4143,Schweikhofstrasse 209,5046,579764
AG,Schmiedrued,4143,Rehhag 179,5046,579773
AG,Schmiedrued,4143,Haselstrasse 374,5046,579555
AG,Schmiedrued,4143,Haselstrasse 64a,5046,579789
AG,Schmiedrued,4143,Haselstrasse 64b,5046,579815
AG,Schmiedrued,4143,Heggelenstrasse 366,5046,11000983
AG,Schmiedrued,4143,Pfiffrüti 41,5046,579811
AG,Schmiedrued,4143,Pfiffrüti 7,5046,3095553
AG,Mönthal,4106,Bürersteigstrasse 53,5237,571566
AG,Mönthal,4106,Neuebergstrasse 126,5237,571597
AG,Mönthal,4106,Rebbergstrasse 111,5237,571598
AG,Mönthal,4106,Rebbergstrasse 210,5237,571562
AG,Mönthal,4106,Büntenmättlistrasse 1,5237,571584
AG,Mönthal,4106,Hauptstrasse 9,5237,571474
AG,Mönthal,4106,Rebbergstrasse 149,5237,571564
AG,Mönthal,4106,Feldstrasse 207,5237,571524
AG,Mönthal,4106,Hauptstrasse 3,5237,571473
AG,Mönthal,4106,Feldstrasse 171,5237,571514
AG,Mandach,4105,Trottenmatt 205,5318,571437
AG,Mandach,4105,Alte Villigerstrasse 184,5318,571433
AG,Mandach,4105,Trottenmatt 247,5318,263009337
AG,Mandach,4105,Schattengasse 183,5318,571431
AG,Mandach,4105,Trottenmatt 239,5318,101060057
AG,Mandach,4105,Trottenmatt 237,5318,101060063
AG,Mandach,4105,Trottenmatt 206,5318,571435
AG,Mandach,4105,Schattengasse 185,5318,571443
AG,Mandach,4105,Trottenmatt 208,5318,571441
AG,Mandach,4105,Trottenmatt 219,5318,3180564
AG,Riniken,4111,Grundackerweg 1,5223,572336
AG,Riniken,4111,Grundackerweg 9,5223,101060663
AG,Riniken,4111,Rebackerweg 2,5223,101060672
AG,Riniken,4111,Grundackerweg 3,5223,190187242
AG,Riniken,4111,Grundackerweg 11,5223,190001889
AG,Riniken,4111,Rebackerweg 4,5223,572335
AG,Riniken,4111,Grundackerweg 7,5223,190100299
AG,Riniken,4111,Leeweg 1,5223,101060665
AG,Riniken,4111,Grundackerweg 5,5223,190161854
AG,Riniken,4111,Militärstrasse 1,5223,572520
AG,Hausen (AG),4100,Geerenweg 4b,5212,263044752
AG,Hausen (AG),4100,Sooremattstrasse 4,5212,570621
AG,Hausen (AG),4100,Erlenweg 6,5212,570620
AG,Hausen (AG),4100,Erlenweg 2,5212,570616
AG,Hausen (AG),4100,Lilienstrasse 1,5212,570603
AG,Hausen (AG),4100,Birkenstrasse 8,5212,570595
AG,Hausen (AG),4100,Sooremattstrasse 3b,5212,2706246
AG,Hausen (AG),4100,Tannenweg 8,5212,570742
AG,Hausen (AG),4100,Sooremattstrasse 6,5212,570600
AG,Hausen (AG),4100,Tannenweg 4,5212,570738
AG,Remigen,4110,Hornweg 15,5236,263021896
AG,Remigen,4110,Hornweg 3,5236,572143
AG,Remigen,4110,Chilacherstrasse 11,5236,3095044
AG,Remigen,4110,Chilacherstrasse 5,5236,101060575
AG,Remigen,4110,Hornweg 11,5236,572146
AG,Remigen,4110,Chilacherstrasse 10,5236,572137
AG,Remigen,4110,Chilacherstrasse 6,5236,572139
AG,Remigen,4110,Kirchgasse 14,5236,572150
AG,Remigen,4110,Chilacherstrasse 12,5236,3095048
AG,Remigen,4110,Chilacherstrasse 17,5236,572136
AG,Schinznach,4125,Pilatusweg 7,5107,2704495
AG,Schinznach,4125,Pilatusweg 6,5107,2704498
AG,Schinznach,4125,Wallbach 11,5107,573617
AG,Schinznach,4125,Wallbach 16,5107,573621
AG,Schinznach,4125,Pilatusweg 1,5107,2710839
AG,Schinznach,4125,Pilatusweg 4,5107,2704483
AG,Schinznach,4125,Pilatusweg 3,5107,2704488
AG,Schinznach,4125,Pilatusweg 5,5107,2704501
AG,Schinznach,4125,Pilatusweg 8,5107,2710840
AG,Schinznach,4125,Pilatusweg 2,5107,2704490
AG,Rüfenach,4112,Riedweg 2,5235,572670
AG,Rüfenach,4112,Riedweg 4,5235,572669
AG,Rüfenach,4112,Leumiweg 15,5235,572691
AG,Rüfenach,4112,Leumiweg 19,5235,572689
AG,Rüfenach,4112,Schulweg 12,5235,572675
AG,Rüfenach,4112,Leumiweg 11,5235,572686
AG,Rüfenach,4112,Leumiweg 23,5235,572687
AG,Rüfenach,4112,Leumiweg 17,5235,572690
AG,Rüfenach,4112,Buchenweg 4,5235,190077071
AG,Rüfenach,4112,Schulweg 5,5235,3095124
AG,Villigen,4121,Stillihusstrasse 23,5233,190170646
AG,Villigen,4121,Stillihusstrasse 30,5233,101061153
AG,Villigen,4121,Winkelstrasse 5,5233,101061177
AG,Villigen,4121,Stillihusstrasse 46,5233,190174756
AG,Villigen,4121,Winkelstrasse 11,5233,101061161
AG,Villigen,4121,Stillihusstrasse 44,5233,190174753
AG,Villigen,4121,Kehrstrasse 6,5233,263013439
AG,Villigen,4121,Stillihusstrasse 13a,5233,263020712
AG,Villigen,4121,Winkelstrasse 9,5233,101061178
AG,Villigen,4121,Kehrstrasse 15,5233,101061179
AG,Lupfig,4104,Fortunaweg 8,5242,190057084
AG,Lupfig,4104,Brunnweg 50,5242,3095023
AG,Lupfig,4104,Holzgass 30,5242,190131118
AG,Lupfig,4104,Holzgass 23,5242,190082297
AG,Lupfig,4104,Holzgass 22,5242,190131075
AG,Lupfig,4104,Waldweg 7,5242,263091861
AG,Lupfig,4104,Rütenenweg 5,5242,571226
AG,Lupfig,4104,Holzgass 28,5242,190131117
AG,Lupfig,4104,Brunnweg 40,5242,3095018
AG,Lupfig,4104,Rütenenweg 11,5242,571232
AG,Mülligen,4107,Trotte 2,5243,571770
AG,Mülligen,4107,Trotte 1,5243,571771
AG,Mülligen,4107,Trotte 4,5243,571769
AG,Mülligen,4107,Birrfeldstrasse 30,5243,571767
AG,Mülligen,4107,Birrfeldstrasse 32,5243,571775
AG,Mülligen,4107,Birrfeldstrasse 28,5243,571765
AG,Mülligen,4107,Fohrackerstrasse 1,5243,571713
AG,Mülligen,4107,Fohrackerstrasse 6,5243,101060277
AG,Mülligen,4107,Fohrackerstrasse 5,5243,571715
AG,Mülligen,4107,Fohrackerstrasse 4,5243,190276712
AG,Bözberg,4124,Sindel 1,5225,574352
AG,Bözberg,4124,Brändliweg 2,5225,574298
AG,Bözberg,4124,Höhenweg 1a,5225,192120399
AG,Bözberg,4124,Höhenweg 3c,5225,192120397
AG,Bözberg,4124,Brändliweg 1,5225,574296
AG,Bözberg,4124,Haldensteinstrasse 2,5225,574292
AG,Bözberg,4124,Gässli 6,5225,574297
AG,Bözberg,4124,Höhenweg 3a,5225,192120394
AG,Bözberg,4124,Unterer Rebhügel 5,5225,190141833
AG,Bözberg,4124,Gässli 5,5225,190245172
AG,Brugg,4095,Nigglistrasse 10,5200,568705
AG,Brugg,4095,Fröhlichackerweg 4,5200,568691
AG,Brugg,4095,Fröhlichstrasse 24,5200,568699
AG,Brugg,4095,Ringweg 6,5200,568750
AG,Brugg,4095,Nigglistrasse 6,5200,568703
AG,Brugg,4095,Nigglistrasse 14,5200,568707
AG,Brugg,4095,Fröhlichackerweg 5,5200,568690
AG,Brugg,4095,Ringweg 8,5200,568751
AG,Brugg,4095,Nigglistrasse 3,5200,568736
AG,Brugg,4095,Nigglistrasse 4,5200,568702
AG,Wohlen (AG),4082,Trottenweg 36,5610,190161527
AG,Wohlen (AG),4082,Trottenweg 38,5610,101258115
AG,Wohlen (AG),4082,Rebbergstrasse 37,5610,564449
AG,Wohlen (AG),4082,Tanneggweg 5,5610,564481
AG,Wohlen (AG),4082,Rebbergstrasse 40,5610,3125205
AG,Wohlen (AG),4082,Trottenweg 35,5610,101501903
AG,Wohlen (AG),4082,Alte Anglikerstrasse 15,5610,564837
AG,Wohlen (AG),4082,Bergmattweg 5,5610,564826
AG,Wohlen (AG),4082,Buchenbühlweg 10,5610,190088505
AG,Wohlen (AG),4082,Buchenbühlweg 12,5610,2706356
AG,Widen,4081,Kreuzweidstrasse 9,8967,263023070
AG,Widen,4081,Kreuzweidstrasse 2,8967,563139
AG,Widen,4081,Kreuzweidstrasse 10,8967,563143
AG,Widen,4081,Höckleri 2,8967,563221
AG,Widen,4081,Kreuzweidstrasse 7,8967,263025088
AG,Widen,4081,Kreuzweidstrasse 11,8967,563144
AG,Widen,4081,Höckleri 4,8967,563220
AG,Widen,4081,Kreuzweidstrasse 6,8967,563141
AG,Widen,4081,Kreuzweidstrasse 8,8967,563142
AG,Widen,4081,Kreuzweidstrasse 4,8967,563140
AG,Habsburg,4099,Rebengässli 65,5245,570451
AG,Habsburg,4099,Rebengässli 67,5245,570450
AG,Habsburg,4099,Privatstrasse 83,5245,570405
AG,Habsburg,4099,Dorfstrasse 12,5245,570441
AG,Habsburg,4099,Dorfstrasse 149,5245,3094941
AG,Habsburg,4099,Oberdorfstrasse 27a,5245,570436
AG,Habsburg,4099,Oberdorfstrasse 28,5245,570434
AG,Habsburg,4099,Maienweg 116,5245,570396
AG,Habsburg,4099,Unterdorf 93,5245,570414
AG,Habsburg,4099,Privatstrasse 73,5245,570407
AG,Büttikon,4064,Im Husacher 4,5619,556719
AG,Büttikon,4064,Chalacherstrasse 9,5619,556699
AG,Büttikon,4064,Chalacherstrasse 19,5619,556704
AG,Büttikon,4064,Wohlerstrasse 7,5619,263091377
AG,Büttikon,4064,Buechwaldstrasse 2,5619,190211332
AG,Büttikon,4064,Im Husacher 1,5619,556723
AG,Büttikon,4064,Im Husacher 8,5619,556722
AG,Büttikon,4064,Im Husacher 2,5619,556720
AG,Büttikon,4064,Hofmattenweg 6,5619,556751
AG,Büttikon,4064,Hofmattenweg 2,5619,556750
AG,Fischbach-Göslikon,4067,Lohrenstrasse 7,5525,557546
AG,Fischbach-Göslikon,4067,Schulstrasse 9,5525,557746
AG,Fischbach-Göslikon,4067,Schulstrasse 21,5525,557752
AG,Fischbach-Göslikon,4067,Bodenackerstrasse 41,5525,3081652
AG,Fischbach-Göslikon,4067,Bodenackerstrasse 45,5525,3081663
AG,Fischbach-Göslikon,4067,Bodenackerstrasse 9,5525,557528
AG,Fischbach-Göslikon,4067,Bodenackerstrasse 43,5525,3081653
AG,Fischbach-Göslikon,4067,Bodenackerstrasse 27,5525,2710116
AG,Fischbach-Göslikon,4067,Schulstrasse 23,5525,557753
AG,Fischbach-Göslikon,4067,Schulstrasse 19,5525,557751
AG,Zufikon,4083,Ifangstrasse 2,5621,566421
AG,Zufikon,4083,Nüescheberg 4,5621,190001565
AG,Zufikon,4083,Ifangstrasse 1,5621,566394
AG,Zufikon,4083,Algierstrasse 11,5621,566401
AG,Zufikon,4083,Ifangstrasse 3,5621,566393
AG,Zufikon,4083,Ifangstrasse 4,5621,566397
AG,Zufikon,4083,Algierstrasse 2,5621,566403
AG,Zufikon,4083,Nüescheberg 6,5621,190136153
AG,Zufikon,4083,Zugerstrasse 28,5621,566857
AG,Zufikon,4083,Nüescheberg 8,5621,190283470
AG,Hägglingen,4068,Maiengrünstrasse 30,5607,558201
AG,Hägglingen,4068,Igelweidstrasse 2,5607,558130
AG,Hägglingen,4068,Eggental 43,5607,558138
AG,Hägglingen,4068,Maiengrünstrasse 14,5607,558125
AG,Hägglingen,4068,Maiengrünstrasse 22b,5607,263013759
AG,Hägglingen,4068,Maiengrünstrasse 28,5607,558200
AG,Hägglingen,4068,Kleenbrunnenstrasse 2,5607,558129
AG,Hägglingen,4068,Mellingerstrasse 12h,5607,190172910
AG,Hägglingen,4068,Igelweidstrasse 1,5607,558205
AG,Hägglingen,4068,Maiengrünstrasse 7,5607,558176
AG,Oberlunkhofen,4073,Rebenweg 24,8917,101057571
AG,Oberlunkhofen,4073,Rebbergstrasse 22a,8917,101057640
AG,Oberlunkhofen,4073,Rebbergstrasse 38,8917,101057553
AG,Oberlunkhofen,4073,Rebbergstrasse 22c,8917,263009642
AG,Oberlunkhofen,4073,Zugerstrasse 29a,8917,559415
AG,Oberlunkhofen,4073,Wiesenstrasse 35,8917,192011065
AG,Oberlunkhofen,4073,Rebbergstrasse 22d,8917,263009643
AG,Oberlunkhofen,4073,Rebenweg 31,8917,190099891
AG,Oberlunkhofen,4073,Rebenweg 29,8917,101057632
AG,Oberlunkhofen,4073,Wiesenstrasse 29,8917,559549
AG,Tägerig,4077,Büschikon 3,5522,263021292
AG,Tägerig,4077,Flurwaldweg 13,5522,561357
AG,Tägerig,4077,Flurwaldweg 17,5522,561356
AG,Tägerig,4077,Bergweg 8,5522,561327
AG,Tägerig,4077,Kapellenweg 6,5522,561344
AG,Tägerig,4077,Estrich 267,5522,263023550
AG,Tägerig,4077,Rigiweg 10,5522,190037811
AG,Tägerig,4077,Rigiweg 4e,5522,263006778
AG,Tägerig,4077,Niederwilerstrasse 27,5522,561489
AG,Tägerig,4077,Bachstrasse 16,5522,263006776
AG,Uezwil,4078,Niesenbergstrasse 7,5619,561627
AG,Uezwil,4078,Niesenbergstrasse 22,5619,561625
AG,Uezwil,4078,Hinterdorf 18,5619,190238049
AG,Uezwil,4078,Hinterdorf 25,5619,3094570
AG,Uezwil,4078,Hinterdorf 39,5619,2709519
AG,Uezwil,4078,Hinterdorf 24,5619,561586
AG,Uezwil,4078,Waagstrasse 16,5619,190011931
AG,Uezwil,4078,Baumgartenweg 3,5619,561589
AG,Uezwil,4078,Hinterdorf 31b,5619,263011752
AG,Uezwil,4078,Kallernstrasse 33,5619,3094573
AG,Rudolfstetten-Friedlisberg,4075,Friedlisbergstrasse 232,8964,560119
AG,Rudolfstetten-Friedlisberg,4075,Häderlistrasse 12,8964,560096
AG,Rudolfstetten-Friedlisberg,4075,Friedlisbergstrasse 222c,8964,263009385
AG,Rudolfstetten-Friedlisberg,4075,Im Baumgarten 4,8964,560120
AG,Rudolfstetten-Friedlisberg,4075,Häderlistrasse 2,8964,2704673
AG,Rudolfstetten-Friedlisberg,4075,Häderlistrasse 4,8964,560093
AG,Rudolfstetten-Friedlisberg,4075,Friedlisbergstrasse 235h,8964,263014049
AG,Rudolfstetten-Friedlisberg,4075,Chilebachstrasse 22,8964,560724
AG,Rudolfstetten-Friedlisberg,4075,Friedlisbergstrasse 239,8964,560148
AG,Rudolfstetten-Friedlisberg,4075,Chilebachstrasse 9,8964,560089
AG,Eggenwil,4066,Wyderstrasse 3b,5445,3081647
AG,Eggenwil,4066,Hoforstrasse 12,5445,3081624
AG,Eggenwil,4066,Im Rebhügel 8,5445,2708777
AG,Eggenwil,4066,Kirchrainstrasse 4,5445,263012948
AG,Eggenwil,4066,Im Rebhügel 1,5445,557421
AG,Eggenwil,4066,Im Rebhügel 26,5445,557435
AG,Eggenwil,4066,Kochsmattstrasse 8,5445,3081631
AG,Eggenwil,4066,Im Rebhügel 12a,5445,2708764
AG,Eggenwil,4066,Im Rebhügel 3,5445,557420
AG,Eggenwil,4066,Im Rebhügel 22,5445,557436
AG,Jonen,4071,Bergweg 7,8916,558721
AG,Jonen,4071,Bergweg 8,8916,558720
AG,Jonen,4071,Bergweg 11,8916,558725
AG,Jonen,4071,Radmühlestrasse 2,8916,558731
AG,Jonen,4071,Pfäfflerstrasse 3,8916,558659
AG,Jonen,4071,Maiacherstrasse 7,8916,558705
AG,Jonen,4071,Bergweg 1,8916,558715
AG,Jonen,4071,Panoramaweg 2,8916,190144283
AG,Jonen,4071,Bergweg 12,8916,558724
AG,Jonen,4071,Maiacherstrasse 9,8916,558707
AG,Dottikon,4065,Fildistrasse 33,5605,557340
AG,Dottikon,4065,Fildistrasse 34,5605,3081597
AG,Dottikon,4065,Juraweg 1a,5605,263013994
AG,Dottikon,4065,Juraweg 3b,5605,263004290
AG,Dottikon,4065,Fildistrasse 32,5605,3081596
AG,Dottikon,4065,Alte Hägglingerstrasse 4,5605,556803
AG,Dottikon,4065,Juraweg 15,5605,556811
AG,Dottikon,4065,Juraweg 9,5605,556808
AG,Dottikon,4065,Juraweg 7,5605,556807
AG,Dottikon,4065,Othmarsingerstrasse 26,5605,556818
AG,Arni (AG),4061,Moosmatt 17,8905,263008303
AG,Arni (AG),4061,Stockacker 2d,8905,3081551
AG,Arni (AG),4061,Stockacker 18,8905,3081556
AG,Arni (AG),4061,Stockacker 4,8905,554989
AG,Arni (AG),4061,Gjuchstrasse 9,8905,263008588
AG,Arni (AG),4061,Stockacker 20,8905,3081555
AG,Arni (AG),4061,Stockacker 14,8905,554994
AG,Arni (AG),4061,Islisbergstrasse 3,8905,190020981
AG,Arni (AG),4061,Gjuchstrasse 5,8905,263008175
AG,Arni (AG),4061,Stockacker 22,8905,3081557
AG,Sarmenstorf,4076,Bettwilerstrasse 2,5614,561229
AG,Sarmenstorf,4076,Schilligasse 2,5614,561008
AG,Sarmenstorf,4076,Neumattstrasse 10,5614,3094539
AG,Sarmenstorf,4076,Schilligasse 6,5614,561048
AG,Sarmenstorf,4076,Marktstrasse 24,5614,561219
AG,Sarmenstorf,4076,Lindenbergstrasse 3,5614,561218
AG,Sarmenstorf,4076,Bettwilerstrasse 3,5614,561227
AG,Sarmenstorf,4076,Alpinitstrasse 20,5614,190136274
AG,Sarmenstorf,4076,Kirchweg 14,5614,561031
AG,Sarmenstorf,4076,Kirchweg 4,5614,561027
AG,Unterlunkhofen,4079,Rottenschwilerstrasse 1,8918,561699
AG,Unterlunkhofen,4079,Ausserdorfstrasse 11,8918,3094639
AG,Unterlunkhofen,4079,Hüttenweg 10,8918,2708076
AG,Unterlunkhofen,4079,Schmiedeweg 4,8918,561646
AG,Unterlunkhofen,4079,Klosterrebenstrasse 7,8918,263029255
AG,Unterlunkhofen,4079,Ausserdorfstrasse 13,8918,3094643
AG,Unterlunkhofen,4079,Rottenschwilerstrasse 8,8918,561660
AG,Unterlunkhofen,4079,Zugerstrasse 18,8918,561696
AG,Unterlunkhofen,4079,Schmiedeweg 5,8918,561644
AG,Unterlunkhofen,4079,Ausserdorfstrasse 5,8918,561657
AG,Oberwil-Lieli,4074,Augenweidstrasse 92,8966,559687
AG,Oberwil-Lieli,4074,Tödiweg 6,8966,559676
AG,Oberwil-Lieli,4074,Augenweidstrasse 85,8966,559675
AG,Oberwil-Lieli,4074,Augenweidstrasse 89,8966,192029009
AG,Oberwil-Lieli,4074,Titlisweg 1,8966,263027498
AG,Oberwil-Lieli,4074,Tödiweg 10,8966,190345731
AG,Oberwil-Lieli,4074,Augenweidstrasse 87,8966,192029008
AG,Oberwil-Lieli,4074,Augenweidstrasse 82,8966,559689
AG,Oberwil-Lieli,4074,Augenweidstrasse 93,8966,3094434
AG,Oberwil-Lieli,4074,Tödiweg 2,8966,559674
AG,Islisberg,4084,Lochmatt 1,8905,190267248
AG,Islisberg,4084,Bonstetterstrasse 7,8905,190019542
AG,Islisberg,4084,Dorfstrasse 28,8905,566929
AG,Islisberg,4084,Haldenstrasse 2,8905,190138243
AG,Islisberg,4084,Bonstetterstrasse 9,8905,101058752
AG,Islisberg,4084,Dorfstrasse 26,8905,566930
AG,Islisberg,4084,Chileweg 8,8905,101058702
AG,Islisberg,4084,Dorfstrasse 18,8905,566932
AG,Islisberg,4084,Schüracher 15,8905,3094817
AG,Islisberg,4084,Oberdorfstrasse 1e,8905,192033625
AG,Niederwil (AG),4072,Alte Wohlerstrasse 17,5524,559270
AG,Niederwil (AG),4072,Fendler 48b,5524,11001778
AG,Niederwil (AG),4072,Landstrasse 6,5524,559255
AG,Niederwil (AG),4072,Landstrasse 8,5524,559256
AG,Niederwil (AG),4072,Fendler 48a,5524,3094375
AG,Niederwil (AG),4072,Wiesengrundweg 15,5524,2703445
AG,Niederwil (AG),4072,Landstrasse 2a,5524,559253
AG,Niederwil (AG),4072,Wiesengrundweg 32,5524,559249
AG,Niederwil (AG),4072,Wiesengrundweg 26,5524,559246
AG,Niederwil (AG),4072,Wiesengrundweg 25,5524,559245
AG,Villmergen,4080,Kessimoosstrasse 1,5612,562829
AG,Villmergen,4080,Moosweg 16,5612,3094677
AG,Villmergen,4080,Kessimoosstrasse 3,5612,2708567
AG,Villmergen,4080,Kessimoosstrasse 7,5612,2708564
AG,Villmergen,4080,Eichmattstrasse 23,5612,562775
AG,Villmergen,4080,Kessimoosstrasse 5,5612,2708561
AG,Villmergen,4080,Eichmattstrasse 25,5612,562750
AG,Villmergen,4080,Eichmattstrasse 19,5612,160007793
AG,Villmergen,4080,Eichmattstrasse 17,5612,160007792
AG,Villmergen,4080,Eichmattstrasse 21,5612,562774
AG,Stetten (AG),4041,Dohlenweg 4,5608,547421
AG,Stetten (AG),4041,Feldstrasse 1,5608,547413
AG,Stetten (AG),4041,Dohlenweg 2,5608,547419
AG,Stetten (AG),4041,Feldstrasse 3,5608,547414
AG,Stetten (AG),4041,Dohlenweg 5,5608,547422
AG,Stetten (AG),4041,Lerchenweg 28,5608,547409
AG,Stetten (AG),4041,Dohlenweg 7,5608,547424
AG,Stetten (AG),4041,Eulenweg 1,5608,547448
AG,Stetten (AG),4041,Dohlenweg 6,5608,547423
AG,Stetten (AG),4041,Lerchenweg 20,5608,11527760
AG,Bremgarten (AG),4063,Im Weingarten 9,5620,3124644
AG,Bremgarten (AG),4063,Oberebenestrasse 5,5620,3124715
AG,Bremgarten (AG),4063,Oberebenestrasse 7,5620,556538
AG,Bremgarten (AG),4063,Im Weingarten 8,5620,556474
AG,Bremgarten (AG),4063,Im Weingarten 4,5620,556472
AG,Bremgarten (AG),4063,Luzernerstrasse 24b,5620,263004455
AG,Bremgarten (AG),4063,Im Weingarten 6,5620,556473
AG,Bremgarten (AG),4063,Im Weingarten 2,5620,556471
AG,Bremgarten (AG),4063,Luzernerstrasse 24a,5620,263004454
AG,Bremgarten (AG),4063,Im Weingarten 7,5620,556523
AG,Berikon,4062,Waldstrasse 12,8965,555691
AG,Berikon,4062,Bahnhofstrasse 62,8965,555209
AG,Berikon,4062,Bahnhofstrasse 49a,8965,101056512
AG,Berikon,4062,Bahnhofstrasse 60,8965,555208
AG,Berikon,4062,Bahnhofstrasse 55,8965,555206
AG,Berikon,4062,Zopfstrasse 24,8965,555121
AG,Berikon,4062,Zopfstrasse 20,8965,555123
AG,Berikon,4062,Zopfstrasse 31,8965,555678
AG,Berikon,4062,Zopfstrasse 16,8965,3124629
