canton,municipality,bfs_code,address,plz,egid
LU,Eschenbach (LU),1026,Sonnhalde 2,6274,190025940
LU,Eschenbach (LU),1026,Acherfang 16,6274,2052056
LU,Eschenbach (LU),1026,Acher 4,6274,196538
LU,Eschenbach (LU),1026,Acher 2,6274,196515
LU,Eschenbach (LU),1026,Rotzigen 1,6274,196493
LU,Eschenbach (LU),1026,Höndlenstrasse 4,6274,196122
LU,Eschenbach (LU),1026,Inwilstrasse 7,6274,196120
LU,Eschenbach (LU),1026,Inwilstrasse 9,6274,196121
LU,Eschenbach (LU),1026,Waldhusstrasse 8,6274,3082167
LU,Inwil,1033,Unter Pfaffwil 4b,6034,198671
LU,Inwil,1033,Unter Pfaffwil 11b,6034,191193730
LU,Inwil,1033,Unter Pfaffwil 4a,6034,198670
LU,Inwil,1033,Unter Pfaffwil 8,6034,198672
LU,Inwil,1033,Unter Pfaffwil 11a,6034,198677
LU,Inwil,1033,Unter Pfaffwil 14a,6034,198667
LU,Inwil,1033,Schweissmatt 3,6034,198757
LU,Inwil,1033,Schweissmatt 2,6034,198758
LU,Inwil,1033,Schweissmatt 1,6034,198759
LU,Inwil,1033,Ballwilerstrasse 9,6034,198559
LU,Malters,1062,Margel 2,6016,215636
LU,Malters,1062,Grindlen 2,6016,190022137
LU,Malters,1062,Margel 1,6016,215839
LU,Malters,1062,Liebetsegg 4,6102,215737
LU,Malters,1062,Liebetseggweid ,6102,215739
LU,Malters,1062,Gimmermehr 2,6102,215729
LU,Malters,1062,Buchenhalde 1,6102,215848
LU,Malters,1062,Rothenstrasse 28,6102,215220
LU,Malters,1062,Rothenstrasse 24,6102,190170582
LU,Malters,1062,Bühlstrasse 8,6102,215158
LU,Hitzkirch,1030,Industriestrasse 15a,6285,191615118
LU,Hitzkirch,1030,Ermenseerstrasse 19,6285,2052795
LU,Hitzkirch,1030,Lindenplatz 1,6285,2052728
LU,Hitzkirch,1030,Luzernerstrasse 16a,6285,196932
LU,Hitzkirch,1030,Luzernerstrasse 5,6285,197143
LU,Hitzkirch,1030,Luzernerstrasse 16b,6285,196933
LU,Hitzkirch,1030,Luzernerstrasse 14,6285,196930
LU,Hitzkirch,1030,Luzernerstrasse 7,6285,197142
LU,Hitzkirch,1030,Trestenberghalde 2,6285,197120
LU,Hitzkirch,1030,Heideggerweg 3,6285,197091
LU,Sursee,1103,Kottenmatte 5,6210,227572
LU,Sursee,1103,Kottenmatte 7,6210,227571
LU,Sursee,1103,Kottenmatte 3,6210,227573
LU,Sursee,1103,Kottenring 10,6210,227565
LU,Sursee,1103,Kottenring 2,6210,3084940
LU,Sursee,1103,Alpenstrasse 14,6210,227506
LU,Sursee,1103,Alpenstrasse 15,6210,227507
LU,Sursee,1103,Alpenstrasse 20,6210,227512
LU,Sursee,1103,Alpenstrasse 17,6210,227509
LU,Sursee,1103,Alpenstrasse 13,6210,227505
LU,Büron,1082,Hohlgasse 4b,6233,220122
LU,Büron,1082,Hohlgasse 12,6233,220117
LU,Büron,1082,Luzernerstrasse 5,6233,2385442
LU,Büron,1082,Weierfeldstrasse 4,6233,190182675
LU,Büron,1082,Hohlgasse 9,6233,220098
LU,Büron,1082,Sonnenrainstrasse 7,6233,190010767
LU,Büron,1082,Bifangstrasse 11,6233,220188
LU,Büron,1082,Sagipark 2,6233,220179
LU,Büron,1082,Hohlgasse 16,6233,220119
LU,Büron,1082,Hohlgasse 15,6233,220102
LU,Rickenbach (LU),1097,Huebmattstrasse 6a,6221,190144589
LU,Rickenbach (LU),1097,Menzikerstrasse 9,6221,225168
LU,Rickenbach (LU),1097,Huebmattstrasse 6,6221,225302
LU,Rickenbach (LU),1097,Menzikerstrasse 4b,6221,2069028
LU,Rickenbach (LU),1097,Menzikerstrasse 4c,6221,191856826
LU,Rickenbach (LU),1097,Menzikerstrasse 4a,6221,225166
LU,Rickenbach (LU),1097,Huebmattstrasse 2,6221,225300
LU,Rickenbach (LU),1097,Brüelmattstrasse 5a,6221,190144471
LU,Rickenbach (LU),1097,Menzikerstrasse 22,6221,225355
LU,Rickenbach (LU),1097,Brüelmattstrasse 3,6221,225294
LU,Ermensee,1025,Waldruh ,6294,196104
LU,Ermensee,1025,Luzernerstrasse 14,6294,195992
LU,Ermensee,1025,Luzernerstrasse 16,6294,195993
LU,Ermensee,1025,Schulhausstrasse 8,6294,191134434
LU,Ermensee,1025,Husmatt 7,6294,190058990
LU,Ermensee,1025,Richenseerstrasse 7,6294,191134451
LU,Ermensee,1025,Hübeli 3,6294,196006
LU,Ermensee,1025,Husmatt 34,6294,190080002
LU,Ermensee,1025,Richenseerstrasse 13a,6294,191572495
LU,Ermensee,1025,Husmatt 23,6294,190112230
LU,Römerswil,1039,Ligschwil 100,6280,199484
LU,Römerswil,1039,Untereigen 2,6027,199380
LU,Römerswil,1039,Reckholdern 1,6283,199536
LU,Römerswil,1039,Neuhof 2,6027,199432
LU,Römerswil,1039,Neuhof 1,6027,190008289
LU,Römerswil,1039,Sidenberg 2,6027,199359
LU,Römerswil,1039,Ludigen 7,6027,199373
LU,Römerswil,1039,Ludigen 4,6027,199371
LU,Römerswil,1039,Schönheim 1,6027,199372
LU,Römerswil,1039,Oberhuwil 1,6280,199494
LU,Schongau,1041,Kretzhof 2,6288,200529
LU,Schongau,1041,Oberschongauerstrasse 12,6288,200465
LU,Schongau,1041,Oberschongauerstrasse 31,6288,3082768
LU,Schongau,1041,Kellermatte 4,6288,101239919
LU,Schongau,1041,Kellermatte 10,6288,101239923
LU,Schongau,1041,Kellermatte 6,6288,101239922
LU,Schongau,1041,Uelistrasse 3,6288,190746809
LU,Schongau,1041,Oberschongauerstrasse 15,6288,200471
LU,Schongau,1041,Oberschongauerstrasse 17a,6288,190059267
LU,Schongau,1041,Haldenstrasse 4b,6288,190676529
LU,Eich,1084,Voremwald 3,6205,221011
LU,Eich,1084,Voremwald 7,6205,221010
LU,Eich,1084,Voremwald 4,6205,221012
LU,Eich,1084,Eggweid 13,6205,3083962
LU,Eich,1084,Sonnhangstrasse 41,6205,220913
LU,Eich,1084,Ibrigweidstrasse 18,6205,220929
LU,Eich,1084,Ibrigweidstrasse 31,6205,220915
LU,Eich,1084,Eichenweg 3,6205,220920
LU,Eich,1084,Eggweid 4,6205,3083977
LU,Eich,1084,Sonnhangstrasse 39,6205,220948
LU,Geuensee,1085,Reginapark 1b,6232,190085296
LU,Geuensee,1085,Mooshüsli ,6232,221335
LU,Geuensee,1085,Allmendweg 1a,6232,221300
LU,Geuensee,1085,Am Bach 6,6232,190054471
LU,Geuensee,1085,Reginapark 2a,6232,190085331
LU,Geuensee,1085,Allmendweg 5,6232,221302
LU,Geuensee,1085,Gartenweg 2,6232,2065354
LU,Geuensee,1085,Allmendweg 6,6232,221303
LU,Geuensee,1085,Am Bach 4,6232,3084020
LU,Geuensee,1085,Reginapark 1a,6232,190085291
LU,Oberkirch,1095,Mondschein 1,6208,2068592
LU,Oberkirch,1095,Schlössli 1,6208,224893
LU,Oberkirch,1095,Abendstern 1,6208,224878
LU,Oberkirch,1095,Leidenberg 1,6208,2385764
LU,Oberkirch,1095,Krugel 2,6208,2068548
LU,Oberkirch,1095,Krugel 1,6208,224811
LU,Oberkirch,1095,Döselhof 2,6208,224815
LU,Oberkirch,1095,Döselhof 1,6208,224816
LU,Oberkirch,1095,Hirschmatte 22,6208,190179705
LU,Oberkirch,1095,Brühlhof 1,6208,224660
LU,Neuenkirch,1093,Cholholz 1,6207,223812
LU,Neuenkirch,1093,Cholholz 4,6207,223821
LU,Neuenkirch,1093,Eggerswil 21,6207,223980
LU,Neuenkirch,1093,Eggerswil 20,6207,223979
LU,Neuenkirch,1093,Schönegghalde 8,6206,223400
LU,Neuenkirch,1093,Klosterhöflirain 1,6206,223404
LU,Neuenkirch,1093,Schönegghöhe 5,6206,190817956
LU,Neuenkirch,1093,Klosterhöflirain 16,6206,223389
LU,Neuenkirch,1093,Klosterhöflirain 13,6206,223388
LU,Neuenkirch,1093,Schönegghalde 6,6206,223401
BE,Saxeten,591,Schattenhalb 25,3813,1350580
BE,Saxeten,591,Schattenhalb 18b,3813,190185800
BE,Saxeten,591,Schattenhalb 17,3813,191384571
BE,Saxeten,591,Schattenhalb 18a,3813,191846408
BE,Saxeten,591,Schattenhalb 37,3813,191010251
BE,Saxeten,591,Schattenhalb 36,3813,11523795
BE,Saxeten,591,Trogmatta 95c,3813,191155792
BE,Saxeten,591,Innerfeld 132,3813,1350574
BE,Saxeten,591,Brunnstutz 89,3813,1350579
BE,Saxeten,591,Innerfeld 141c,3813,1350575
LU,Hildisrieden,1088,Obermoos 1,6024,191087590
LU,Hildisrieden,1088,Traselinge 7,6024,222507
LU,Hildisrieden,1088,Traselinge 4a,6024,191552243
LU,Hildisrieden,1088,Traselinge 4,6024,222503
LU,Hildisrieden,1088,Mülacher 8,6024,2066645
LU,Hildisrieden,1088,Mülacher 16.1,6024,222494
LU,Hildisrieden,1088,Mülacher 16,6024,222495
LU,Hildisrieden,1088,Schür 2,6024,222498
LU,Hildisrieden,1088,Sempacherstrasse 22,6024,222288
LU,Hildisrieden,1088,Sempacherstrasse 26,6024,222297
LU,Rain,1037,Leinacher 4,6026,2054735
LU,Rain,1037,Gundolinge 1,6026,199252
LU,Rain,1037,Hübeli 1,6026,199263
LU,Rain,1037,Gundolinge 3,6026,199253
LU,Rain,1037,Haltli 2,6026,160007436
LU,Rain,1037,Undertelle 4,6026,2054503
LU,Rain,1037,Chlewald 11,6026,191960822
LU,Rain,1037,Underbürgle 3,6026,199202
LU,Rain,1037,Undertelle 3,6026,199216
LU,Rain,1037,Undertelle 1,6026,199217
LU,Knutwil,1089,Im Hofacher 1,6213,3084107
LU,Knutwil,1089,Vorderdorfstrasse 19b,6213,190274388
LU,Knutwil,1089,Buholzweg 3,6213,222585
LU,Knutwil,1089,Vorderdorfstrasse 17b,6213,190274349
LU,Knutwil,1089,Im Hofacher 5,6213,3084111
LU,Knutwil,1089,Hagrain 6,6213,3084123
LU,Knutwil,1089,Vorderdorfstrasse 9,6213,222602
LU,Knutwil,1089,Im Hofacher 4,6213,3084110
LU,Knutwil,1089,Im Hofacher 6,6213,3084112
LU,Knutwil,1089,Hagrain 10,6213,222605
LU,Grosswangen,1086,Wolferswil 1,6022,221734
LU,Grosswangen,1086,Sigerswil 4,6022,221662
LU,Grosswangen,1086,Sigerswil 2,6022,191707431
LU,Grosswangen,1086,Wellberg 4,6022,221780
LU,Grosswangen,1086,Wellberg 2,6022,191577131
LU,Grosswangen,1086,Wellberg 3,6022,221775
LU,Grosswangen,1086,Mühlestrasse 5,6022,221628
LU,Grosswangen,1086,Mühlestrasse 4c,6022,221615
LU,Grosswangen,1086,Hackergass 2,6022,221633
LU,Grosswangen,1086,Dorfstrasse 6a,6022,221606
LU,Buttisholz,1083,Schwanden 5,6018,220788
LU,Buttisholz,1083,Schwanden 3,6018,220791
LU,Buttisholz,1083,Mooshüsli ,6018,220786
LU,Buttisholz,1083,Hubel ,6018,220648
LU,Buttisholz,1083,Neuhus 2,6018,220795
LU,Buttisholz,1083,Bäreloch ,6018,220757
LU,Buttisholz,1083,Meierhöfli 1,6018,190058763
LU,Buttisholz,1083,Loch 2,6018,220678
LU,Buttisholz,1083,Allmend 4,6018,190090658
LU,Buttisholz,1083,Allmend 10,6018,190059167
LU,Hohenrain,1032,Sennenmoos 1,6275,198274
LU,Hohenrain,1032,Burghof 4,6277,198818
LU,Hohenrain,1032,Kramis 2,6275,198272
LU,Hohenrain,1032,Kramis 3,6275,198271
LU,Hohenrain,1032,Gölpi 6,6283,198480
LU,Hohenrain,1032,Gölpi 4,6283,198476
LU,Hohenrain,1032,Bethlehem 2,6276,2053926
LU,Hohenrain,1032,Gelfingenstrasse 1,6277,198813
LU,Hohenrain,1032,Dorfstrasse 14,6277,191077230
LU,Hohenrain,1032,Husmattstrasse 4,6277,198804
LU,Mauensee,1091,Weid ,6216,223049
LU,Mauensee,1091,Chottenrain 16,6210,223035
LU,Mauensee,1091,Chäppeliweg 17,6210,223003
LU,Mauensee,1091,Holzacherstrasse 15,6210,222978
LU,Mauensee,1091,Rosenweg 17,6210,2385611
LU,Mauensee,1091,Waldegg 4,6210,223017
LU,Mauensee,1091,Chottenrain 15,6210,2385615
LU,Mauensee,1091,Baumgarten 9,6210,3084237
LU,Mauensee,1091,Baumgarten 19,6210,3084242
LU,Mauensee,1091,Holzacherstrasse 16,6210,222985
LU,Sempach,1102,Eicherstrasse 43,6204,227354
LU,Sempach,1102,Eicherstrasse 45,6204,227356
LU,Sempach,1102,Eicherstrasse 39,6204,227324
LU,Sempach,1102,Ausserschibler 1,6204,227357
LU,Sempach,1102,Hültschern 12,6204,191982952
LU,Sempach,1102,Ebersmoos 6b,6204,227362
LU,Sempach,1102,Ebersmoos 6a,6204,227361
LU,Sempach,1102,Wiesenrain ,6204,227367
LU,Sempach,1102,Röschmatte 9,6204,160015194
LU,Sempach,1102,Röschmatte 3,6204,160008204
LU,Beromünster,1081,Landhof 1,6215,220039
LU,Beromünster,1081,Landhof 2,6215,220038
LU,Beromünster,1081,Oberdorf 16,6215,219810
LU,Beromünster,1081,Oberdorf 6,6215,219805
LU,Beromünster,1081,Oberdorf 9,6215,219816
LU,Beromünster,1081,Oberdorf 10,6215,219807
LU,Beromünster,1081,Oberdorf 26,6215,219815
LU,Beromünster,1081,Stift 3,6215,219664
LU,Beromünster,1081,Oberdorf 22,6215,219813
LU,Beromünster,1081,Oberdorf 11,6215,219817
LU,Wauwil,1146,Sackmatt 10a,6242,186276
LU,Wauwil,1146,Sackmatt 7,6242,186257
LU,Wauwil,1146,Sackmatt 26,6242,190159793
LU,Wauwil,1146,Sackmatt 1,6242,186254
LU,Wauwil,1146,Sternmatt 14,6242,186304
LU,Wauwil,1146,Sackmatt 9,6242,186258
LU,Wauwil,1146,Sternmatt 19,6242,186311
LU,Wauwil,1146,Sternmatt 21,6242,186309
LU,Wauwil,1146,Sackmatt 4,6242,186266
LU,Wauwil,1146,Sternmatt 25,6242,186305
LU,Schlierbach,1100,Sonnweid 1,6231,190619430
LU,Schlierbach,1100,Sonnweid 3,6231,190869349
LU,Schlierbach,1100,Untere Halde 19,6231,190089943
LU,Schlierbach,1100,Bärenweg 4,6231,191470850
LU,Schlierbach,1100,Bärenweg 3,6231,191100631
LU,Schlierbach,1100,Steinbären 8b,6231,191991415
LU,Schlierbach,1100,Steinbären 7,6231,191863403
LU,Schlierbach,1100,Bärenweg 5,6231,191552233
LU,Schlierbach,1100,Steinbären 3,6231,191610827
LU,Schlierbach,1100,Steinbären 5,6231,191604812
LU,Zell (LU),1150,Lehnmatteweg 8,6144,187973
LU,Zell (LU),1150,Neuhushof 5c,6144,190161779
LU,Zell (LU),1150,Waldheimweg 1,6144,90001542
LU,Zell (LU),1150,Luthernweg 4,6144,187974
LU,Zell (LU),1150,Krähenweidli 1,6144,187957
LU,Zell (LU),1150,Waldheimweg 5,6144,3086109
LU,Zell (LU),1150,Vogelnest 1,6144,2079804
LU,Zell (LU),1150,Neuhofmatte 8,6144,90001548
LU,Zell (LU),1150,Lehnmatteweg 1,6144,187960
LU,Zell (LU),1150,Im Lehn 7,6144,191443730
LU,Triengen,1104,Schürmatt 6,6234,228787
LU,Triengen,1104,Rütihofstrasse 35,6234,228799
LU,Triengen,1104,Rütihofstrasse 33,6234,228800
LU,Triengen,1104,Döltschen 3,6234,228795
LU,Triengen,1104,Dorfstrasse 11,6236,228893
LU,Triengen,1104,Dorfstrasse 2,6236,228871
LU,Triengen,1104,Dorfstrasse 1,6236,101245300
LU,Triengen,1104,Triengerstrasse 2,6236,228892
LU,Triengen,1104,Burg 4,6234,228823
LU,Triengen,1104,Burg 12,6234,191234190
LU,Schenkon,1099,Untere Haldenweid 73,6214,226600
LU,Schenkon,1099,Haldenweid 17b,6214,226470
LU,Schenkon,1099,Haldenweid 17c,6214,226471
LU,Schenkon,1099,Fluh 1,6214,226657
LU,Schenkon,1099,Am Bächli ,6214,226617
LU,Schenkon,1099,Spengmatt ,6214,226616
LU,Schenkon,1099,Zellmatte 12,6214,226395
LU,Schenkon,1099,Zellmatte 9,6214,192057631
LU,Schenkon,1099,Zellmatte 13,6214,226383
LU,Schenkon,1099,Zellmatte 11,6214,226394
LU,Schötz,1143,Feld 5,6247,185780
LU,Schötz,1143,Feld 2,6247,185781
LU,Schötz,1143,Feld 6,6247,185783
LU,Schötz,1143,Buttenberg 1,6247,3086009
LU,Schötz,1143,Buttenberg 2,6247,185817
LU,Schötz,1143,Germattstrasse 8,6247,2077770
LU,Schötz,1143,Brüggliacher 1,6247,3085992
LU,Schötz,1143,Brüggliacher 9,6247,90001441
LU,Schötz,1143,Germattstrasse 3,6247,185469
LU,Schötz,1143,Germattstrasse 1,6247,185468
LU,Ruswil,1098,Flue 2,6019,2069943
LU,Ruswil,1098,Under Stäublig 2,6019,226326
LU,Ruswil,1098,Under Stäublig 1,6019,90002639
LU,Ruswil,1098,Rotebode ,6019,226348
LU,Ruswil,1098,Schauisfeld ,6019,226328
LU,Ruswil,1098,Cheerhof 1,6017,226143
LU,Ruswil,1098,Riede 6,6017,225899
LU,Ruswil,1098,Buholzstrasse 10,6017,225845
LU,Ruswil,1098,Grindel 9,6017,3084597
LU,Ruswil,1098,Grindel 14,6017,190008854
LU,Wikon,1147,Moosersagi 2,6260,186664
LU,Wikon,1147,Moosersagi 3,6260,186650
LU,Wikon,1147,Moosersagi 1,6260,186666
LU,Wikon,1147,Bottenwilerstrasse 2,6260,186651
LU,Wikon,1147,Lädergass 1a,4806,190179731
LU,Wikon,1147,Lädergass 3,4806,186633
LU,Wikon,1147,Lädergass 5,4806,186634
LU,Wikon,1147,Weidweg 21,4806,186578
LU,Wikon,1147,Weidweg 15,4806,186575
LU,Wikon,1147,Oberdorfstrasse 18,4806,186642
LU,Altbüron,1122,Weihermatte 12,6147,180116
LU,Altbüron,1122,Blatten 1,6147,180247
LU,Altbüron,1122,Haldenrain 2,6147,3085433
LU,Altbüron,1122,Blatten 6,6147,180248
LU,Altbüron,1122,Am Rain 2,6147,180119
LU,Altbüron,1122,Schlössli ,6147,180245
LU,Altbüron,1122,Halden 3,6147,190562228
LU,Altbüron,1122,Am Rain 12,6147,3085419
LU,Altbüron,1122,Weihermatte 7,6147,191310490
LU,Altbüron,1122,Weihermatte 14,6147,2072950
LU,Nottwil,1094,Seeland 2,6207,2068356
LU,Nottwil,1094,Figlisberg 2,6207,2068444
LU,Nottwil,1094,Neu-Figlisberg 2,6207,2068243
LU,Nottwil,1094,Figlisberg 1,6207,224475
LU,Nottwil,1094,Neu-Figlisberg 1,6207,224476
LU,Nottwil,1094,Klein-Huprächtigen 1,6207,224428
LU,Nottwil,1094,Kohlweid 1,6207,224422
LU,Nottwil,1094,Gartenweg 4c,6207,3084454
LU,Nottwil,1094,Gartenweg 6c,6207,2385723
LU,Nottwil,1094,Gartenweg 6a,6207,2385725
LU,Alberswil,1121,Willisauerstrasse 2,6248,180053
LU,Alberswil,1121,Dorfweg 3,6248,180054
LU,Alberswil,1121,Mühlestrasse 3,6248,3085353
LU,Alberswil,1121,Kastelen 2.1,6248,190236651
LU,Alberswil,1121,Kastelen 1,6248,190156630
LU,Alberswil,1121,Mühlestrasse 10,6248,191798641
LU,Alberswil,1121,Willisauerstrasse 14,6248,180003
LU,Alberswil,1121,Willisauerstrasse 8,6248,180062
LU,Alberswil,1121,Mühlestrasse 15,6248,180008
LU,Alberswil,1121,Willisauerstrasse 6,6248,180006
LU,Ufhusen,1145,Ludihüsli 1,6153,186139
LU,Ufhusen,1145,Kreuzrain 3,6153,101247803
LU,Ufhusen,1145,Kreuzmatte 17,6153,186038
LU,Ufhusen,1145,Schulrain 2,6153,186045
LU,Ufhusen,1145,Schulrain 6,6153,186047
LU,Ufhusen,1145,Kreuzmatte 7,6153,186041
LU,Ufhusen,1145,Kreuzmatte 11,6153,186039
LU,Ufhusen,1145,Schulrain 4,6153,186046
LU,Ufhusen,1145,Kreuzmatte 9,6153,186040
LU,Ufhusen,1145,Kreuzrain 4,6153,101395166
LU,Fischbach,1129,Wendelfeld 1,6145,190032872
LU,Fischbach,1129,Längboden 1,6145,181710
LU,Fischbach,1129,Wendelfeld 3,6145,181714
LU,Fischbach,1129,Klösterli 1,6145,190309789
LU,Fischbach,1129,Schwandmatt 1,6145,181691
LU,Fischbach,1129,Grossrugenstall 2,6145,181762
LU,Fischbach,1129,Kronmatte 6,6145,181663
LU,Fischbach,1129,Kronmatte 8,6145,181672
LU,Fischbach,1129,Kronmatte 14,6145,181669
LU,Fischbach,1129,Kronmatte 9,6145,2074278
LU,Nebikon,1137,Grütstrasse 7,6244,3085674
LU,Nebikon,1137,Grütstrasse 5,6244,183914
LU,Nebikon,1137,Grütstrasse 10,6244,183918
LU,Nebikon,1137,Grütstrasse 9,6244,3085675
LU,Nebikon,1137,Grütstrasse 11,6244,3085676
LU,Nebikon,1137,Feldacher 4,6244,192011977
LU,Nebikon,1137,Feldacher 3,6244,183703
LU,Nebikon,1137,Rehhalden 6,6244,183753
LU,Nebikon,1137,Hofacher 26,6244,3085658
LU,Nebikon,1137,Im Chienis 7,6244,191962270
LU,Roggliswil,1142,Oelfeld 5,6265,185348
LU,Roggliswil,1142,Dorfstrasse 81,6265,185355
LU,Roggliswil,1142,Dorfstrasse 67,6265,185260
LU,Roggliswil,1142,Dorfstrasse 61,6265,185343
LU,Roggliswil,1142,Baumgarten 3,6265,190199983
LU,Roggliswil,1142,Dorfstrasse 44,6265,185258
LU,Roggliswil,1142,Wasserfallenstrasse 3,6265,190026908
LU,Roggliswil,1142,Dorfstrasse 63,6265,185344
LU,Roggliswil,1142,Baumgarten 4,6265,185290
LU,Roggliswil,1142,Dorfstrasse 48,6265,185351
LU,Pfaffnau,1139,Scharleten 1,6264,184306
LU,Pfaffnau,1139,Schulerslehn 1,6264,184299
LU,Pfaffnau,1139,Schulerslehn 3,6264,190009823
LU,Pfaffnau,1139,Schulerslehn 5,6264,184301
LU,Pfaffnau,1139,Rotherd 2,4915,184476
LU,Pfaffnau,1139,Murhofstrasse 23,4915,191248890
LU,Pfaffnau,1139,Murhofstrasse 19,4915,191216150
LU,Pfaffnau,1139,Murhofstrasse 21,4915,191657834
LU,Pfaffnau,1139,Murhofstrasse 11,4915,184418
LU,Pfaffnau,1139,Oberer Sagiacher 4,4915,184424
LU,Reiden,1140,Eigenrain 2,6260,190014600
LU,Reiden,1140,Eigenstrasse 3b,6260,2386478
LU,Reiden,1140,Hölzlistrasse 8,6260,184990
LU,Reiden,1140,Eigenstrasse 24,6260,2386484
LU,Reiden,1140,Eigenstrasse 20,6260,2386482
LU,Reiden,1140,Eigenstrasse 34,6260,190186697
LU,Reiden,1140,Eigenstrasse 18,6260,2386481
LU,Reiden,1140,Eigenweg 3,6260,2386473
LU,Reiden,1140,Eigenweg 5,6260,2386476
LU,Reiden,1140,Eigenstrasse 32,6260,190186679
LU,Dagmersellen,1125,Ober Zügholz 2,6252,181006
LU,Dagmersellen,1125,Zügholzstrasse 19,6252,181004
LU,Dagmersellen,1125,Ober Zügholz 1,6252,191005970
LU,Dagmersellen,1125,Zügholzstrasse 18,6252,181003
LU,Dagmersellen,1125,Burghalde 1,6252,181050
LU,Dagmersellen,1125,Rumi 5,6246,181074
LU,Dagmersellen,1125,Rehhalden 10,6253,191389370
LU,Dagmersellen,1125,Rehhalden 8,6253,185953
LU,Dagmersellen,1125,Rehhalden 4,6253,185961
LU,Dagmersellen,1125,Rehhalden 6,6253,2386574
LU,Ettiswil,1128,Grosswangerstrasse 27,6218,181560
LU,Ettiswil,1128,Längmattweg 1,6218,190048953
LU,Ettiswil,1128,Mööslimatten 14,6218,181565
LU,Ettiswil,1128,Mööslimatten 8a,6218,191239470
LU,Ettiswil,1128,Grosswangerstrasse 26,6218,181417
LU,Ettiswil,1128,Büntenweg 2,6218,2386254
LU,Ettiswil,1128,Büntenweg 9,6218,2386252
LU,Ettiswil,1128,Riedbruggmatte 18,6218,181512
LU,Ettiswil,1128,Bilacher 11,6218,190113339
LU,Ettiswil,1128,Sagimatt 13,6218,190023370
LU,Egolzwil,1127,Wauwilermoos 6,6243,181337
LU,Egolzwil,1127,Wauwilermoos 5,6243,181340
LU,Egolzwil,1127,Wauwilermoos 4,6243,181339
LU,Egolzwil,1127,Längacher 1,6243,181341
LU,Egolzwil,1127,Wauwilermoos 3,6243,181338
LU,Egolzwil,1127,Oberer Käppeliweg 16,6243,181299
LU,Egolzwil,1127,Oberer Käppeliweg 15,6243,181302
LU,Egolzwil,1127,Oberer Käppeliweg 12,6243,181297
LU,Egolzwil,1127,Oberer Käppeliweg 10,6243,181296
LU,Egolzwil,1127,Oberer Käppeliweg 11,6243,181303
LU,Altishofen,1123,Waldheim ,6246,180476
LU,Altishofen,1123,Grünauring 2,6246,3085446
LU,Altishofen,1123,Grünauring 20,6246,101245754
LU,Altishofen,1123,Grünauring 4,6246,3085448
LU,Altishofen,1123,Grünauring 18,6246,3085445
LU,Altishofen,1123,Pfarrhubel 2,6246,180472
LU,Altishofen,1123,Stutz ,6246,190819669
LU,Altishofen,1123,Grünauring 16,6246,3085447
LU,Altishofen,1123,Grünauring 8,6246,101245753
LU,Altishofen,1123,Grünau 2,6246,180468
LU,Hergiswil bei Willisau,1132,Unter-Kurzhubel ,6133,182366
LU,Hergiswil bei Willisau,1132,Ober-Saalenhüsli ,6133,182423
LU,Hergiswil bei Willisau,1132,Awend ,6125,182415
LU,Hergiswil bei Willisau,1132,Pfifferhüsli ,6133,182286
LU,Hergiswil bei Willisau,1132,Unter-Hickern ,6133,182292
LU,Hergiswil bei Willisau,1132,Sackhof ,6133,182280
LU,Hergiswil bei Willisau,1132,Haldenweg 1,6133,2074733
LU,Hergiswil bei Willisau,1132,Ober-Schachenmatt 8,6133,190214975
LU,Hergiswil bei Willisau,1132,Schachenmatt 21,6133,182184
LU,Hergiswil bei Willisau,1132,Dorfstrasse 50,6133,182189
BE,Innertkirchen,784,Engstlen 521b,3862,191501971
BE,Innertkirchen,784,Grin 25,3863,191619904
BE,Innertkirchen,784,Schwendi Nessental 21,3863,190809889
BE,Innertkirchen,784,Schwendi Nessental 22a,3863,1396780
BE,Innertkirchen,784,Schwendi Nessental 22,3863,1396779
BE,Innertkirchen,784,Syten 580,3862,191496653
BE,Innertkirchen,784,Scharmad 537,3862,191620291
BE,Innertkirchen,784,Haberen 48b,3863,1396770
BE,Innertkirchen,784,Riedli 567,3862,190320129
BE,Innertkirchen,784,Hinderflieli 647,3862,1397663
LU,Werthenstein,1009,Dünnhirs 1,6106,192725
LU,Werthenstein,1009,Entlebucherstrasse 44,6110,192589
LU,Werthenstein,1009,Bergidyll 1,6106,192683
LU,Werthenstein,1009,Rotweg 1,6106,190084362
LU,Werthenstein,1009,Grossstein 2,6106,192689
LU,Werthenstein,1009,Grossstein 1,6106,192690
LU,Werthenstein,1009,Landfriede 1,6106,192688
LU,Werthenstein,1009,Feld 1,6110,192650
LU,Werthenstein,1009,Aernihof 2,6110,101237911
LU,Werthenstein,1009,Aernihof 1,6110,2049227
LU,Hasle (LU),1005,Farbstutz 2,6166,190940
LU,Hasle (LU),1005,Moosmatte 20,6166,190150930
LU,Hasle (LU),1005,Farbschache 2,6166,190944
LU,Hasle (LU),1005,Moosmatte 17b,6166,101237503
LU,Hasle (LU),1005,Moosmatte 24,6166,3072551
LU,Hasle (LU),1005,Moosmatte 13,6166,191745952
LU,Hasle (LU),1005,Moosmatte 30,6166,190024199
LU,Hasle (LU),1005,Moosmatte 14,6166,3072562
LU,Hasle (LU),1005,Moosmatte 9,6166,2383957
LU,Hasle (LU),1005,Moosmatte 17a,6166,190119284
